decoding,alpha,t0,frac_masked,frac_correct,frac_errors
fair,3.0,0.24,0.240234375,0.9081347584724426,0.09186523407697678
fair,3.0,0.26,0.259765625,0.8992773294448853,0.10072265565395355
fair,3.0,0.28,0.2802734375,0.8904784917831421,0.10952148586511612
fair,3.0,0.3,0.2998046875,0.8821094036102295,0.1178906261920929
fair,3.0,0.32,0.3203125,0.8749316334724426,0.12506836652755737
fair,3.0,0.34,0.33984375,0.8646289110183716,0.13537108898162842
fair,3.0,0.36,0.3603515625,0.8557422161102295,0.1442578136920929
fair,3.0,0.38,0.3798828125,0.8470605611801147,0.15293945372104645
fair,3.0,0.4,0.400390625,0.8376562595367432,0.16234375536441803
fair,3.0,0.42,0.419921875,0.8287597894668579,0.17124024033546448
fair,3.0,0.44,0.4404296875,0.8195898532867432,0.18041016161441803
fair,3.0,0.46,0.4599609375,0.8101465106010437,0.1898535192012787
fair,3.0,0.48,0.48046875,0.7992773652076721,0.20072264969348907
fair,3.0,0.5,0.5,0.7926562428474426,0.20734375715255737
fair,3.0,0.52,0.51953125,0.7820507884025574,0.21794921159744263
fair,3.0,0.54,0.5400390625,0.7689062356948853,0.23109374940395355
fair,3.0,0.56,0.5595703125,0.7597851753234863,0.24021483957767487
fair,3.0,0.58,0.580078125,0.751269519329071,0.24873046576976776
fair,3.0,0.6,0.599609375,0.740234375,0.259765625
fair,3.0,0.62,0.6201171875,0.727978527545929,0.27202147245407104
fair,3.0,0.64,0.6396484375,0.7189257740974426,0.2810742259025574
fair,3.0,0.66,0.66015625,0.7093945145606995,0.29060545563697815
fair,3.0,0.68,0.6796875,0.694628894329071,0.30537110567092896
fair,3.0,0.7000000000000001,0.7001953125,0.6880468726158142,0.3119531273841858
fair,3.0,0.72,0.7197265625,0.6749902367591858,0.3250097632408142
fair,3.0,0.74,0.740234375,0.6644726395606995,0.33552733063697815
fair,3.0,0.76,0.759765625,0.6513085961341858,0.3486914038658142
fair,3.0,0.78,0.7802734375,0.6426855325698853,0.35731446743011475
fair,3.0,0.8,0.7998046875,0.6291210651397705,0.3708789050579071
fair,3.0,0.8200000000000001,0.8203125,0.6166015863418579,0.3833984434604645
fair,3.0,0.84,0.83984375,0.6046777367591858,0.3953222632408142
